oblig_id	category	source_id	title_zh	evidence_pointer	carried_from	status	terminal_criterion_zh
P3G-OB-030	HOST-T5	T5:bin/riscv32-wch-elf-ar|L4-FEAT-ARCHIVE,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU|MAPPED-TERMINAL	bin/riscv32-wch-elf-ar：4 条 functional 区间行（506361 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 BINUTILS-ARCHIVE）映射到 feature 候选 L4-FEAT-ARCHIVE,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L47-L50;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-031	HOST-T5	T5:bin/riscv32-wch-elf-ar|L4-FEAT-ARCHIVE,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL	bin/riscv32-wch-elf-ar：3 条 functional 区间行（1949592 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2，实现组 BINUTILS-ARCHIVE）映射到 feature 候选 L4-FEAT-ARCHIVE,L4-FEAT-ELFEDIT-MMAP，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L51-L53;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-032	HOST-T5	T5:bin/riscv32-wch-elf-as|-|RECLASSIFIED-PURE-HOST-ABI	[回登·改判无效] bin/riscv32-wch-elf-as：6 条 functional 区间行（25940 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__TEXT,__eh_frame、section:__TEXT,__init_offsets、section:__TEXT,__unwind_info）被词法规则 IR-RECLASSIFY-PURE-HOST-ABI-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-ABI，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L54-L59;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-033	HOST-T5	T5:bin/riscv32-wch-elf-as|-|RECLASSIFIED-PURE-HOST-DATA	[回登·改判无效] bin/riscv32-wch-elf-as：4 条 functional 区间行（40240 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__DATA,__data）被词法规则 IR-RECLASSIFY-PURE-HOST-DATA-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-DATA，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L60-L63;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-034	HOST-T5	T5:bin/riscv32-wch-elf-as|L3-FEAT-OPCODE-NAMESPACE|MAPPED-TERMINAL	bin/riscv32-wch-elf-as：4 条 functional 区间行（76448 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 BINUTILS-GAS）映射到 feature 候选 L3-FEAT-OPCODE-NAMESPACE，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L64-L67;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-035	HOST-T5	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-ASSEMBLY|MAPPED-TERMINAL	bin/riscv32-wch-elf-as：5 条 functional 区间行（1853868 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 BINUTILS-GAS）映射到 feature 候选 L3-FEAT-XW-ASSEMBLY，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L68-L72;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-036	HOST-T5	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-ASSEMBLY,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL	bin/riscv32-wch-elf-as：3 条 functional 区间行（2649936 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2，实现组 BINUTILS-GAS）映射到 feature 候选 L3-FEAT-XW-ASSEMBLY,L4-FEAT-ELFEDIT-MMAP，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L73-L75;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-037	HOST-T5	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-DIAGNOSTICS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L3-FEAT-DCXW-PRIORITY|MAPPED-TERMINAL	bin/riscv32-wch-elf-as：3 条 functional 区间行（582991 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2，实现组 BINUTILS-GAS）映射到 feature 候选 L3-FEAT-XW-DIAGNOSTICS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L3-FEAT-DCXW-PRIORITY，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L76-L78;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-038	HOST-T5	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-DIAGNOSTICS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L3-FEAT-DCXW-PRIORITY,L3-FEAT-XW-ASSEMBLY|MAPPED-TERMINAL	bin/riscv32-wch-elf-as：1 条 functional 区间行（194095 字节，侧 WCH，实现组 BINUTILS-GAS）映射到 feature 候选 L3-FEAT-XW-DIAGNOSTICS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L3-FEAT-DCXW-PRIORITY,L3-FEAT-XW-ASSEMBLY，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L79-L79;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-039	HOST-T5	T5:bin/riscv32-wch-elf-c++|-|RECLASSIFIED-PURE-HOST-ABI	[回登·改判无效] bin/riscv32-wch-elf-c++：12 条 functional 区间行（277128 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__TEXT,__eh_frame、section:__TEXT,__init_offsets、section:__TEXT,__unwind_info）被词法规则 IR-RECLASSIFY-PURE-HOST-ABI-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-ABI，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L80-L91;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-040	HOST-T5	T5:bin/riscv32-wch-elf-c++|-|RECLASSIFIED-PURE-HOST-DATA	[回登·改判无效] bin/riscv32-wch-elf-c++：4 条 functional 区间行（11072 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__DATA,__data）被词法规则 IR-RECLASSIFY-PURE-HOST-DATA-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-DATA，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L92-L95;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-041	HOST-T5	T5:bin/riscv32-wch-elf-c++|L1-FEAT-IDENTITY,L1-FEAT-ZSTD,P3F-NEW-CCV-ABI,P3F-NEW-HIGHCODE-GEN-SECTION-NAME,P3F-NEW-IMPLICIT-FUNCTION-DIAGNOSTICS|MAPPED-TERMINAL	bin/riscv32-wch-elf-c++：1 条 functional 区间行（334461 字节，侧 WCH，实现组 GCC-DRIVER）映射到 feature 候选 L1-FEAT-IDENTITY,L1-FEAT-ZSTD,P3F-NEW-CCV-ABI,P3F-NEW-HIGHCODE-GEN-SECTION-NAME,P3F-NEW-IMPLICIT-FUNCTION-DIAGNOSTICS，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L96-L96;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-042	HOST-T5	T5:bin/riscv32-wch-elf-c++|L1-FEAT-IDENTITY,L1-FEAT-ZSTD,P3F-NEW-IMPLICIT-FUNCTION-DIAGNOSTICS|MAPPED-TERMINAL	bin/riscv32-wch-elf-c++：3 条 functional 区间行（1002764 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2，实现组 GCC-DRIVER）映射到 feature 候选 L1-FEAT-IDENTITY,L1-FEAT-ZSTD,P3F-NEW-IMPLICIT-FUNCTION-DIAGNOSTICS，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L97-L99;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-043	HOST-T5	T5:bin/riscv32-wch-elf-c++|L1-FEAT-MULTILIB,L1-FEAT-IDENTITY|MAPPED-TERMINAL	bin/riscv32-wch-elf-c++：4 条 functional 区间行（1422180 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 GCC-DRIVER）映射到 feature 候选 L1-FEAT-MULTILIB,L1-FEAT-IDENTITY，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L100-L103;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-044	HOST-T5	T5:bin/riscv32-wch-elf-c++|L1-FEAT-ROUTING|MAPPED-TERMINAL	bin/riscv32-wch-elf-c++：8 条 functional 区间行（3920944 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 GCC-DRIVER）映射到 feature 候选 L1-FEAT-ROUTING，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L104-L111;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-045	HOST-T5	T5:bin/riscv32-wch-elf-c++filt|-|RECLASSIFIED-PURE-HOST-ABI	[回登·改判无效] bin/riscv32-wch-elf-c++filt：6 条 functional 区间行（18364 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__TEXT,__eh_frame、section:__TEXT,__init_offsets、section:__TEXT,__unwind_info）被词法规则 IR-RECLASSIFY-PURE-HOST-ABI-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-ABI，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L112-L117;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-046	HOST-T5	T5:bin/riscv32-wch-elf-c++filt|-|RECLASSIFIED-PURE-HOST-DATA	[回登·改判无效] bin/riscv32-wch-elf-c++filt：4 条 functional 区间行（37152 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__DATA,__data）被词法规则 IR-RECLASSIFY-PURE-HOST-DATA-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-DATA，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L118-L121;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-047	HOST-T5	T5:bin/riscv32-wch-elf-c++filt|L4-FEAT-TOOLS|MAPPED-TERMINAL	bin/riscv32-wch-elf-c++filt：9 条 functional 区间行（936890 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 BINUTILS-C++FILT）映射到 feature 候选 L4-FEAT-TOOLS，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L122-L130;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-048	HOST-T5	T5:bin/riscv32-wch-elf-c++filt|L4-FEAT-TOOLS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU|MAPPED-TERMINAL	bin/riscv32-wch-elf-c++filt：4 条 functional 区间行（494933 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 BINUTILS-C++FILT）映射到 feature 候选 L4-FEAT-TOOLS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L131-L134;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-049	HOST-T5	T5:bin/riscv32-wch-elf-c++filt|L4-FEAT-TOOLS,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL	bin/riscv32-wch-elf-c++filt：3 条 functional 区间行（1890744 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2，实现组 BINUTILS-C++FILT）映射到 feature 候选 L4-FEAT-TOOLS,L4-FEAT-ELFEDIT-MMAP，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L135-L137;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-050	HOST-T5	T5:bin/riscv32-wch-elf-cpp|-|RECLASSIFIED-PURE-HOST-ABI	[回登·改判无效] bin/riscv32-wch-elf-cpp：12 条 functional 区间行（277128 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__TEXT,__eh_frame、section:__TEXT,__init_offsets、section:__TEXT,__unwind_info）被词法规则 IR-RECLASSIFY-PURE-HOST-ABI-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-ABI，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L138-L149;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-051	HOST-T5	T5:bin/riscv32-wch-elf-cpp|-|RECLASSIFIED-PURE-HOST-DATA	[回登·改判无效] bin/riscv32-wch-elf-cpp：4 条 functional 区间行（11072 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__DATA,__data）被词法规则 IR-RECLASSIFY-PURE-HOST-DATA-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-DATA，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L150-L153;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-052	HOST-T5	T5:bin/riscv32-wch-elf-cpp|L1-FEAT-IDENTITY,L1-FEAT-ZSTD,P3F-NEW-CCV-ABI,P3F-NEW-HIGHCODE-GEN-SECTION-NAME,P3F-NEW-IMPLICIT-FUNCTION-DIAGNOSTICS|MAPPED-TERMINAL	bin/riscv32-wch-elf-cpp：1 条 functional 区间行（334384 字节，侧 WCH，实现组 GCC-DRIVER）映射到 feature 候选 L1-FEAT-IDENTITY,L1-FEAT-ZSTD,P3F-NEW-CCV-ABI,P3F-NEW-HIGHCODE-GEN-SECTION-NAME,P3F-NEW-IMPLICIT-FUNCTION-DIAGNOSTICS，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L154-L154;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
