closure_row_id	phase3c_row_id	source_kind	source_file	obligation_classes	blocking_reason	target_disposition_path	disposition	v2_row_pointer	evidence	notes
P3F-CLOSURE-0032	L4-FEAT-TOOLS-NEGSPACE	UNRESOLVED-FEATURE	analysis/toolchain/phase3c-feature-coverage.tsv	unresolved-feature	T0 OURS mandatory dynamic rows NOT-RUN; elfedit gap split above	rerun equivalent four-side mandatory probes; publish final Phase 3f feature row	RECLASSIFIED-COVERED	analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-TOOLS-NEGSPACE	tmp/phase3f-evidence/matrix/l4/probe-results.tsv;tmp/phase3f-evidence/matrix/l4-physical/attempts/attempt-1/probe-results.tsv	mandatory=0/4;closure_event=P3F-EVENT-0032;The canonical V2 feature row is terminal with status COVERED-BEHAVIOR-EXACT and mandatory count 3/4.;A terminal GAP closes uncertainty but remains a byte-gate failure for later repair.
P3F-CLOSURE-0033	L4-PROBE-0004	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-VERSION&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-VERSION&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-LD-CORE	ordinal=1/57;probe_id=LD-VERSION;feature=L4-FEAT-LD-CORE;closure_event=P3F-EVENT-2049;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0034	L4-PROBE-0009	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4-physical/attempts/attempt-1/probe-results.tsv::probe_id=LD-HELP&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4-physical/attempts/attempt-1/probe-results.tsv::probe_id=LD-HELP&side_id=OURS-V2	ordinal=2/57;probe_id=LD-HELP;feature=L4-FEAT-LD-NEGSPACE;closure_event=P3F-EVENT-2050;The formerly unavailable row ran sequentially through one physical install path and its raw observables are byte-exact to WCH.;No normalization; copied executable and inputs were unchanged pre/post.
P3F-CLOSURE-0035	L4-PROBE-0014	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-VERBOSE&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-VERBOSE&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-LD-CORE	ordinal=3/57;probe_id=LD-VERBOSE;feature=L4-FEAT-LD-SCRIPT;closure_event=P3F-EVENT-2051;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0036	L4-PROBE-0019	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-EMULATION&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-EMULATION&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-LD-CORE	ordinal=4/57;probe_id=LD-EMULATION;feature=L4-FEAT-LD-SCRIPT;closure_event=P3F-EVENT-2052;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0037	L4-PROBE-0024	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-LINK-GC&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-LINK-GC&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-LD-CORE	ordinal=5/57;probe_id=LD-LINK-GC;feature=L4-FEAT-LD-LAYOUT;closure_event=P3F-EVENT-2053;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0038	L4-PROBE-0029	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-LINK-RELAX&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-LINK-RELAX&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-LD-CORE	ordinal=6/57;probe_id=LD-LINK-RELAX;feature=L4-FEAT-LD-RELAX;closure_event=P3F-EVENT-2054;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0039	L4-PROBE-0034	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-LINK-NORELAX&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-LINK-NORELAX&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-LD-CORE	ordinal=7/57;probe_id=LD-LINK-NORELAX;feature=L4-FEAT-LD-RELAX;closure_event=P3F-EVENT-2055;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0040	L4-PROBE-0039	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-ARCHIVE-GROUP&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-ARCHIVE-GROUP&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-LD-CORE	ordinal=8/57;probe_id=LD-ARCHIVE-GROUP;feature=L4-FEAT-LD-ARCHIVE;closure_event=P3F-EVENT-2056;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0041	L4-PROBE-0044	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-RELOCATABLE&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-RELOCATABLE&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-LD-CORE	ordinal=9/57;probe_id=LD-RELOCATABLE;feature=L4-FEAT-LD-CORE;closure_event=P3F-EVENT-2057;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0042	L4-PROBE-0049	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RECLASSIFIED-GAP	analysis/toolchain/phase3f-feature-coverage-v2.tsv::L1-FEAT-ZSTD	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-ZSTD-RELOC&side_id=OURS-V2	ordinal=10/57;probe_id=LD-ZSTD-RELOC;feature=L4-FEAT-ELF-ZSTD;closure_event=P3F-EVENT-2058;The formerly unavailable OURS row ran on frozen V2 and is a terminal carried L1-FEAT-ZSTD GAP.;GAP is forwarded, not consumed by closure accounting.
P3F-CLOSURE-0043	L4-PROBE-0054	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-ATTR-XW-COPY&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-ATTR-XW-COPY&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-ATTRIBUTES	ordinal=11/57;probe_id=LD-ATTR-XW-COPY;feature=L4-FEAT-ATTRIBUTES;closure_event=P3F-EVENT-2059;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0044	L4-PROBE-0059	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-ATTR-XW-MERGE&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-ATTR-XW-MERGE&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-ATTRIBUTES	ordinal=12/57;probe_id=LD-ATTR-XW-MERGE;feature=L4-FEAT-ATTRIBUTES;closure_event=P3F-EVENT-2060;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0045	L4-PROBE-0064	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-ATTR-XW-MERGE-REVERSE&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-ATTR-XW-MERGE-REVERSE&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-ATTRIBUTES	ordinal=13/57;probe_id=LD-ATTR-XW-MERGE-REVERSE;feature=L4-FEAT-ATTRIBUTES;closure_event=P3F-EVENT-2061;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0046	L4-PROBE-0069	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-ATTR-XW-VERSION-MERGE&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-ATTR-XW-VERSION-MERGE&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-ATTRIBUTES	ordinal=14/57;probe_id=LD-ATTR-XW-VERSION-MERGE;feature=L4-FEAT-ATTRIBUTES;closure_event=P3F-EVENT-2062;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0047	L4-PROBE-0074	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4-physical/attempts/attempt-1/probe-results.tsv::probe_id=LD-ORPHAN-ERROR&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4-physical/attempts/attempt-1/probe-results.tsv::probe_id=LD-ORPHAN-ERROR&side_id=OURS-V2	ordinal=15/57;probe_id=LD-ORPHAN-ERROR;feature=L4-FEAT-LD-NEGSPACE;closure_event=P3F-EVENT-2063;The formerly unavailable row ran sequentially through one physical install path and its raw observables are byte-exact to WCH.;No normalization; copied executable and inputs were unchanged pre/post.
P3F-CLOSURE-0048	L4-PROBE-0079	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4-physical/attempts/attempt-1/probe-results.tsv::probe_id=LD-MISSING-SYMBOL&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4-physical/attempts/attempt-1/probe-results.tsv::probe_id=LD-MISSING-SYMBOL&side_id=OURS-V2	ordinal=16/57;probe_id=LD-MISSING-SYMBOL;feature=L4-FEAT-LD-NEGSPACE;closure_event=P3F-EVENT-2064;The formerly unavailable row ran sequentially through one physical install path and its raw observables are byte-exact to WCH.;No normalization; copied executable and inputs were unchanged pre/post.
P3F-CLOSURE-0049	L4-PROBE-0089	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-BFD-VERSION&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=LD-BFD-VERSION&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-PACKAGING	ordinal=17/57;probe_id=LD-BFD-VERSION;feature=L4-FEAT-PACKAGING;closure_event=P3F-EVENT-2065;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0050	L4-PROBE-0094	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=TARGET-LD-VERSION&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=TARGET-LD-VERSION&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-PACKAGING	ordinal=18/57;probe_id=TARGET-LD-VERSION;feature=L4-FEAT-PACKAGING;closure_event=P3F-EVENT-2066;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0051	L4-PROBE-0099	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=TARGET-LD-BFD-VERSION&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=TARGET-LD-BFD-VERSION&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-PACKAGING	ordinal=19/57;probe_id=TARGET-LD-BFD-VERSION;feature=L4-FEAT-PACKAGING;closure_event=P3F-EVENT-2067;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0052	L4-PROBE-0104	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=READELF-ALL&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=READELF-ALL&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-TOOLS	ordinal=20/57;probe_id=READELF-ALL;feature=L4-FEAT-TOOLS;closure_event=P3F-EVENT-2068;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0053	L4-PROBE-0109	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=READELF-ATTRS&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=READELF-ATTRS&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-ATTRIBUTES	ordinal=21/57;probe_id=READELF-ATTRS;feature=L4-FEAT-ATTRIBUTES;closure_event=P3F-EVENT-2069;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
P3F-CLOSURE-0054	L4-PROBE-0114	UNAVAILABLE-MANDATORY-PROBE	tmp/phase3c-evidence/probe-results.tsv	unavailable-mandatory-probe	T0 OURS original executable bytes unavailable after external drift; replay is separate	run the identical mandatory probe on frozen OURS-V2 and compare raw observables to WCH	RESOLVED-EXACT	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=READELF-XW-ATTRS&side_id=OURS-V2	tmp/phase3f-evidence/matrix/l4/probe-results.tsv::probe_id=READELF-XW-ATTRS&side_id=OURS-V2;analysis/toolchain/phase3f-feature-coverage-v2.tsv::L4-FEAT-ATTRIBUTES	ordinal=22/57;probe_id=READELF-XW-ATTRS;feature=L4-FEAT-ATTRIBUTES;closure_event=P3F-EVENT-2070;The formerly unavailable mandatory row ran on frozen OURS-V2 and its raw observables/artifact are byte-exact to WCH.;Equivalent V2 row joined mechanically by probe_id.
